 Sistema de Informação de Atenção Básica - Produção e Marcadores - Brasil
Cons.Res.ForaÁreaCons.<1 anoCons.1a4anosCons.5a9anosCons.10a14anosCons.15a19anosCons.20a39anosCons.40a49anosCons.50a59anosCons.60 e maisAtend.PuericulturaAtend.Pré-NatalAtend Prev-citologAtend.DST/AIDSAtend.DiabetesAtend.Hiper.Arter.Atend.HanseníaseAtend.TuberculoseEx.Patologia Clín.Ex.RadiodiagnósticEx.CitopatológicoEx.UltrassonografEx.OutrosEncam.Atend.Espec.Encam.Int.HospitalEncam.Urg./EmergIntern.DomiciliarAtend.Espec.AcTrabVis.Insp.SanitáriaAtend.Indiv.EnfermAtend.Ind.Prof.NS.CurativosInalaçõesInjeçõesRetirada de pontosTerap.Reid.OralSuturaAtend.GrupoProc.Coletiv(PC1)ReuniõesVisita MédicoVisita Enferm.Vis Outr.Prof.NS.Vis Prof.Niv.MédioValvul.Reum.5-14a.AVCInfartoDHEG(Forma Grave)DoençaHemol.Perin.FraturaColoFêmurMening.TuberculosaHans.Grau II e IIICit.Oncot NIC IIIPneum. <5 anos por Município
Período:2009-2011
"Município";"Cons.Res.ForaÁrea";"Cons.<1_ano";"Cons.1a4anos";"Cons.5a9anos";"Cons.10a14anos";"Cons.15a19anos";"Cons.20a39anos";"Cons.40a49anos";"Cons.50a59anos";"Cons.60_e_mais";"Atend.Puericultura";"Atend.Pré-Natal";"Atend_Prev-citolog";"Atend.DST/AIDS";"Atend.Diabetes";"Atend.Hiper.Arter.";"Atend.Hanseníase";"Atend.Tuberculose";"Ex.Patologia_Clín.";"Ex.Radiodiagnóstic";"Ex.Citopatológico";"Ex.Ultrassonograf";"Ex.Outros";"Encam.Atend.Espec.";"Encam.Int.Hospital";"Encam.Urg./Emerg";"Intern.Domiciliar";"Atend.Espec.AcTrab";"Vis.Insp.Sanitária";"Atend.Indiv.Enferm";"Atend.Ind.Prof.NS.";"Curativos";"Inalações";"Injeções";"Retirada_de_pontos";"Terap.Reid.Oral";"Sutura";"Atend.Grupo";"Proc.Coletiv(PC1)";"Reuniões";"Visita_Médico";"Visita_Enferm.";"Vis_Outr.Prof.NS.";"Vis_Prof.Niv.Médio";"Valvul.Reum.5-14a.";"AVC";"Infarto";"DHEG(Forma_Grave)";"DoençaHemol.Perin.";"FraturaColoFêmur";"Mening.Tuberculosa";"Hans.Grau_II_e_III";"Cit.Oncot_NIC_III";"Pneum._<5_anos"
"500350 Douradina";52;1190;2450;1831;1431;1602;6676;4011;3217;4390;8139;2130;970;29;2150;3273;13;-;1021;538;788;232;912;2619;385;1258;1;-;93;12404;8793;6949;4886;13112;582;-;425;67;69784;78;1362;1496;564;5806;-;9;7;-;-;7;-;-;1;2
"500370 Dourados";1476;22713;45526;35194;31531;41236;158978;87289;92239;139968;60018;36989;39362;2527;54581;168077;628;361;80905;26357;7663;7722;39779;43705;1293;5966;164;5;27;208548;295711;30589;36224;108933;6894;3234;1225;6565;225624;2180;30828;25802;13461;58216;1;111;102;50;-;25;-;14;34;469
"500375 Eldorado";113;1023;2414;3147;3959;5057;11065;9244;7492;7497;3044;395;3611;262;5097;18209;157;102;2570;1248;371;386;1614;723;420;533;107;-;-;27242;142;4337;4229;10589;818;1136;480;27;-;291;1960;2479;270;2556;-;-;-;-;-;-;-;-;-;-
"500380 Fátima do Sul";1277;893;2158;2443;2672;2860;11656;9096;9205;13715;2383;4148;5876;574;10760;48991;1632;509;8750;3816;2298;1508;6837;5316;291;292;5;231;6;46292;21657;14928;1875;3034;661;347;243;4923;1622;287;2531;4456;1196;4711;1;50;30;-;-;8;-;110;9;26
"500390 Figueirão";714;665;1334;1135;729;860;3997;1546;1361;1850;1388;950;771;38;1033;2235;47;55;4690;92;568;277;409;93;23;3;7;319;138;3306;7615;1260;1886;4041;50;13;1;253;44;161;876;1412;402;1016;-;4;1;-;-;-;-;-;-;-
"500400 Glória de Dourados";79;1605;3138;2666;2612;3159;125838;6178;5639;7539;4643;1881;3298;194;7824;426230;12;14;2989;1177;379;422;1447;1461;361;31;10;1;1;2987;149;10077;3299;6996;659;49;49;182;10;311;2223;3401;1387;4023;-;6;1;5;-;1;-;2;4;7
"500410 Guia Lopes da Laguna";29;1041;2406;2296;1927;2275;7774;3884;3850;5927;847;2449;1304;321;1493;6758;62;71;1997;447;211;373;1847;1544;339;31;-;-;4;7784;2323;2037;1380;1963;399;10;-;104;17;234;1609;1810;636;1878;-;11;13;3;-;3;-;-;2;2
"500430 Iguatemi";45;1554;3445;3319;2872;4290;13305;6703;5716;7093;1025;3482;3814;442;4122;11865;178;66;7463;760;96;965;1620;1613;137;376;1;1;1;28431;17378;2868;2191;13286;352;254;44;79;357;187;800;2503;1238;3475;-;2;2;1;-;5;-;27;2;33
"500440 Inocência";3538;1284;1970;1840;1651;3061;11223;4789;4354;6250;477;1606;519;4;624;2131;52;36;2171;340;146;298;479;575;82;5;29;-;4;797;358;5188;3359;9749;858;402;159;7978;7756;97;1384;1674;808;1372;-;-;-;-;-;-;-;-;-;-
"500450 Itaporã";1296;787;1789;1965;2347;3051;10275;5776;5152;6364;1448;1708;1299;172;5986;10348;61;166;6110;497;249;289;541;557;68;13;78;10;78;1466;4515;7782;5854;5785;1027;335;28;250;71;119;869;1798;925;8979;-;19;39;5;-;1;-;6;-;2
"500460 Itaquiraí";1;1391;2637;2154;2297;2905;9327;4059;3744;4106;2298;3161;3865;271;1020;2456;80;10;3809;584;2323;811;887;1324;224;84;37;3630;24;15013;3583;2362;2752;4512;349;1117;124;235;55;510;2455;3522;1174;2488;4;9;4;-;-;3;-;-;1;3
"500470 Ivinhema";31;2761;6286;5071;4689;6691;26312;13458;11994;18989;1123;5129;4103;427;5868;35719;314;112;37469;1448;130;924;6025;5030;103;19;278;104;-;6149;418;10003;4010;5760;1241;235;42;275;133;627;3803;4887;1419;7956;-;1;-;-;-;-;-;3;-;-
"500480 Japorã";-;209;869;790;570;684;2489;1061;825;731;1820;349;342;21;285;797;-;10;1274;124;30;116;131;175;45;16;7;-;1;6601;1254;694;424;2527;76;161;61;20;-;50;642;920;355;1059;-;-;-;1;-;-;-;-;-;-
"500490 Jaraguari";83;439;1230;1145;865;799;2702;1759;1821;2904;2331;678;873;207;1331;5619;3;1;665;124;631;267;631;141;8;26;1;-;3;4709;5771;1092;463;2602;62;28;40;111;1581;74;1176;1987;690;2858;-;4;4;-;-;-;-;-;-;1
"500500 Jardim";2293;3892;4389;4335;3917;4452;12723;6458;6178;8126;7222;5702;4989;378;6204;26932;216;133;55011;1349;2199;1645;3653;7350;378;1387;10;255;10;59003;41777;7791;3521;12504;720;891;145;1257;9846;444;3576;5107;1844;4842;-;1;-;-;-;2;-;1;2;10
"500510 Jateí";1;555;1894;1574;1403;1586;6407;3024;1978;2765;2195;415;1088;73;894;1920;56;234;5562;493;97;135;462;340;12;2;1;1;36;4379;6618;1266;865;3293;66;23;30;287;12208;83;1367;3130;718;1864;-;1;-;-;-;-;-;-;-;-
"500515 Juti";-;915;1970;1705;1569;2158;7001;2774;2447;3869;1509;1211;715;69;1153;4918;123;28;22557;1977;249;752;1738;1004;599;118;13;1;240;2577;1631;519;1256;3353;103;1283;33;81;43283;60;1154;2029;1690;1230;-;9;6;13;-;5;-;6;-;3
"500520 Ladário";89;1313;1771;1541;1513;2092;5453;2655;2439;3757;1823;2947;2563;651;1687;7352;19;42;3984;809;981;781;2392;1619;84;163;33;37;1;15687;43782;1635;781;9495;236;77;53;161;2;15;2426;2862;922;2134;-;4;2;-;-;1;-;-;1;1
"500525 Laguna Carapã";613;1444;2742;2563;2398;2912;8656;4222;3246;4619;128;1490;1913;119;841;2388;25;16;1474;769;425;472;677;131;243;123;1;2;26;1608;7707;2024;708;3074;303;19;108;241;33240;106;1386;1350;483;2162;-;-;-;-;-;2;-;-;2;-
"500540 Maracaju";2074;1643;3981;4016;3488;3633;10472;6906;6765;8617;3312;2039;2165;162;8148;18959;202;131;13028;986;816;523;3812;2449;184;139;307;-;5;33418;33815;5225;1698;10010;655;625;17;563;5308;400;2915;4423;1982;4034;-;13;23;20;-;3;-;7;7;22
"500560 Miranda";7;253;462;387;342;584;1696;662;832;1268;497;1018;816;262;1202;2310;107;42;1129;309;137;156;328;648;25;5;-;30;-;3624;1574;2050;483;443;156;42;-;135;76;80;208;1328;560;2520;-;1;-;-;-;-;-;-;-;-
"500568 Mundo Novo";785;483;1769;1821;1944;2190;7254;4304;4073;6167;10197;708;1804;1553;3899;22593;243;71;2813;237;274;102;763;997;182;880;13;-;5;67703;18103;7158;1612;4396;210;212;40;3689;62777;146;1888;2663;1023;2068;-;2;1;-;-;4;-;1;-;6
"500570 Naviraí";179;1619;4936;5110;5481;7016;28576;15334;11685;17336;21588;5793;6208;619;9405;32365;868;255;9660;2945;1482;1856;6969;9568;171;520;9;626;4;37438;6269;9085;12930;9776;2214;321;43;461;78039;253;3464;4792;2285;7529;-;19;22;-;-;5;-;1;5;106
"500580 Nioaque";140;941;1886;1829;1688;1488;5567;3195;2983;3491;10800;3350;2047;1466;3779;16259;118;111;815;770;340;680;2531;1158;63;47;2;8;3;26838;25414;1187;707;7827;1151;285;1044;587;56917;525;2928;4329;1510;5177;3;23;12;6;-;9;-;1;9;14
"500600 Nova Alvorada do Sul";1931;3894;6962;5560;4676;7144;24483;13046;10401;8563;16014;7517;3615;1203;7901;47921;136;70;11322;4621;3625;4004;15198;4423;487;235;20;115;6;74203;22655;17960;8583;22164;1194;1817;97;744;35;394;3034;4461;1651;5313;-;21;8;3;-;7;-;3;30;68
"500620 Nova Andradina";118;3025;6083;6262;5843;8240;32803;18783;19049;29315;3397;7476;8064;578;7126;22600;188;75;20604;4233;2650;2357;4915;10820;487;2203;188;3;16;57581;73522;5556;5474;3912;1920;191;26;871;65863;732;4968;5541;2602;5364;-;15;18;-;-;4;-;19;4;165
"500625 Novo Horizonte do Sul";77;603;1569;1517;1518;2575;7336;3994;3454;4598;1854;1649;1603;79;2111;4552;178;41;1074;940;253;589;1790;479;263;444;12;12;-;9182;8;230;151;153;52;423;13;414;4990;142;1489;1757;1023;1667;-;1;10;-;-;1;-;-;4;-
"500630 Paranaíba";1686;5570;11853;11977;11749;14032;197067;34789;36021;161772;4212;3573;5657;1314;7590;27613;1042;1102;19751;7654;559;1774;20345;21751;399;121;-;173;663;32359;3078;7448;3325;11806;2621;178;354;11360;13640;833;8227;9290;4762;7099;1;9;4;-;-;5;16;15;-;10
"500635 Paranhos";1480;1965;3254;2408;2265;3196;9306;3702;3080;5042;3697;2914;1944;175;2719;8848;140;52;6969;2297;253;1428;2104;1364;397;26;45;3;-;2970;27;4178;3047;3471;725;93;1;406;34807;129;2100;2803;1042;2177;-;-;-;-;-;-;-;-;-;3
"500640 Pedro Gomes";6;638;1239;1395;1407;1634;4555;3326;2805;4112;702;1958;2281;1255;3416;14715;1256;61;871;56;189;287;98;45;30;45;2;2;3445;5529;360;2484;2959;1004;504;96;-;101;44857;149;1640;2274;449;2649;-;4;2;-;-;3;-;-;-;19
"500660 Ponta Porã";1216;4902;11297;10753;9351;9285;28661;15237;14862;20384;7194;14623;6429;4753;13061;56947;262;144;11894;1598;1038;5654;7784;8222;855;993;61;167;337;120917;62848;12955;10669;8161;3328;1853;1001;1757;8994;1134;5529;10651;4632;9386;-;-;-;-;-;-;-;-;-;-
"500690 Porto Murtinho";-;1227;2290;2005;1820;1888;5555;3237;2672;3657;1844;6324;1412;123;1490;4502;63;189;4096;1188;213;664;1413;739;35;23;-;-;-;9994;10391;3344;1812;2130;287;25;-;361;77782;85;948;1800;742;4467;-;-;-;-;-;-;-;2;1;-
"500710 Ribas do Rio Pardo";268;1567;3597;3216;2895;4231;14746;6963;5909;7983;3154;4679;3450;2017;7082;23957;303;59;17692;1858;1464;1391;2793;4043;339;486;35;62;10201;41928;22433;7028;10407;6310;1208;723;1469;22222;14258;207;2337;2676;1114;5954;-;13;7;4;3;8;1;26;3;26
"500720 Rio Brilhante";499;4104;9649;8303;7778;9098;33408;15326;14946;16968;16427;9341;6886;2639;12483;46827;289;145;3947;1762;949;1754;5860;5048;326;816;3;-;9;82869;57403;7295;6065;11279;1163;1651;63;610;698;324;5907;6125;2867;8404;-;3;7;1;-;2;-;1;1;6
"500730 Rio Negro";1070;1097;2383;2190;1987;2498;6540;3969;3599;5579;173;1377;1018;59;2108;4675;23;93;2548;381;588;464;2087;444;305;15;15;-;3;6478;117;4046;2623;3470;276;347;6;724;28633;481;2582;3432;848;2974;-;-;3;-;-;-;-;-;-;1
"500740 Rio Verde de Mato Grosso";3244;2504;5948;5970;5392;6547;20980;11705;11517;15711;6402;4362;3223;1902;7854;47559;360;138;7976;2117;676;1688;6560;4854;819;228;123;69;24;48729;39141;8422;4220;5405;955;292;5;364;3647;322;4312;5004;1648;6137;-;10;21;1;-;2;-;-;6;23
"500750 Rochedo";686;723;1090;1059;1003;1303;3368;2424;2718;4088;1379;1164;1210;3332;2116;8396;21;12;2321;244;406;344;465;364;121;130;6;354;-;5828;3812;2808;1311;3160;219;143;338;256;9604;170;3035;3587;432;4469;-;1;1;-;-;-;-;-;-;-
"500755 Santa Rita do Pardo";-;1793;1868;1226;815;1489;1512;615;760;892;1016;260;703;34;698;1057;52;3;1524;598;286;28;1524;153;30;1;1;-;-;71;1;649;587;393;18;-;-;15;-;37;546;912;43;579;-;-;-;-;-;-;-;-;-;-
"500769 São Gabriel do Oeste";4419;2295;7443;6024;4990;6516;26049;13312;11390;10583;2876;2006;4539;417;5843;24619;128;101;34378;3021;1119;668;6638;10524;437;662;26;76;34;55173;32359;9896;10041;25121;1759;525;156;789;4533;587;4052;5926;2410;7078;-;7;3;-;-;2;-;8;3;8
"500780 Selvíria";76;385;1366;1326;1552;2603;9155;4268;3519;3896;293;2452;861;345;6567;24918;37;46;3748;1873;814;688;1039;1062;388;89;3;22;3607;3127;5074;4741;4286;1723;555;1807;65;1257;53058;289;2341;2883;3505;4411;-;11;10;-;-;-;-;-;-;-
"500770 Sete Quedas";3466;1591;2021;1892;2236;2743;4931;3904;4008;4302;2823;1813;3488;405;2034;7686;654;42;3401;732;797;606;922;379;663;137;62;-;49;14091;12431;4499;1871;915;267;322;5;1077;45409;1191;1925;2762;764;2167;4;-;-;-;-;2;-;-;15;16
"500790 Sidrolândia";11266;10835;13510;11476;10826;13194;48696;21877;19956;24265;14029;16864;15114;1841;25537;65934;448;385;36134;4276;3617;3620;9913;9187;1120;895;2039;1;6;175180;428329;22231;19601;35510;2257;1062;420;14590;144643;1139;10078;11421;4773;13909;5;27;48;3;-;6;-;4;25;8
"500793 Sonora";78;365;1172;1297;1034;1262;7031;11916;1738;1739;259;1974;1849;797;3649;12312;280;31;547;319;336;598;1177;167;194;56;-;10;21;4100;1306;8730;2989;3676;593;564;-;139;72;178;1418;1865;652;2524;1;10;7;7;2;3;-;3;20;14
"500795 Tacuru";13173;322;739;691;666;1046;2716;1815;1635;2686;1789;1610;2590;414;4023;16494;43;48;340;169;5;159;64;111;179;44;2;1;1;3429;2445;2510;970;1365;267;23;1;143;24503;69;1320;2814;766;3360;-;1;-;-;-;1;-;1;2;-
"500797 Taquarussu";-;95;510;514;403;504;2576;1559;1377;1872;157;493;1015;10;3154;11997;87;23;1000;214;43;55;330;360;47;121;2;-;373;2502;5190;3864;1401;1862;136;2;1;281;33650;39;779;1071;566;1176;-;-;-;-;-;-;-;-;-;-
"500800 Terenos";193;631;1753;1778;1630;2205;7310;4744;5595;8359;1057;1583;2125;92;2501;9311;133;100;4983;735;490;414;2476;1255;10;57;-;2373;570;11987;9481;3486;1993;10185;541;89;132;306;218;341;3203;2812;1385;3221;-;-;-;-;-;-;-;-;-;-
"500830 Três Lagoas";3205;3128;5514;5562;5170;6332;26011;16431;17763;24018;6908;6114;3217;528;4220;12465;161;196;11257;4420;2205;848;10121;21438;602;220;8;11;228;36268;32498;24646;5351;6043;2431;887;130;891;6220;986;2342;5400;3212;16046;1;58;43;2;-;7;1;10;9;6
"500840 Vicentina";899;432;1008;914;1077;1158;4590;2894;2782;4242;908;1097;2900;212;3356;6992;112;67;2025;653;302;311;585;1266;140;176;-;-;-;9478;5291;4274;1150;759;290;-;-;199;-;217;1714;1869;733;1708;-;24;21;-;1;4;-;-;-;11
"510010 Acorizal";850;1003;2749;2417;2043;2391;7856;3734;3786;6326;5896;1705;2035;331;2899;13497;149;126;3326;950;147;250;3357;2389;463;1037;9;-;56;14708;640;7821;10732;19216;599;749;437;389;1;224;2818;5302;219;10791;-;10;1;2;-;-;-;7;2;12
"510020 Água Boa";811;3526;8030;6798;6753;8931;30865;14007;10526;10551;4707;5364;5314;406;4366;9965;824;312;25233;4245;3856;2900;6103;7626;731;799;81;69;44567;37427;18092;12213;9002;15463;1792;1248;523;623;2141;610;1990;4061;750;1869;-;9;9;4;-;1;-;-;1;38
"510025 Alta Floresta";6378;4318;10527;10853;10659;14963;51320;27710;24185;26975;19471;13157;11693;5432;8204;24388;3757;546;831474;6864;5789;3965;10084;13353;932;2412;2;33;2443;258779;30114;22948;12128;44047;5365;5504;768;6396;138633;1033;1580;2711;1715;3553;-;17;8;3;1;6;1;41;5;5
"510030 Alto Araguaia";1380;2430;4023;4539;4627;5941;17606;10701;9652;12835;5205;5590;3943;307;5462;10820;184;33;11737;5425;3486;3156;70266;5099;952;1272;1009;3;-;29130;354;8407;6876;9741;1668;1981;151;1069;16426;528;4292;4681;1478;5960;-;1;1;1;-;-;-;-;-;14
"510035 Alto Boa Vista";973;1032;2382;1971;1805;2184;9105;3500;3167;3709;471;2424;911;324;1009;2474;146;10;12612;370;144;499;1909;1125;870;1956;373;-;1010;11794;2895;2586;1211;56645;647;11296;1058;101;50;244;886;2974;165;39538;-;-;1;-;-;-;-;-;-;-
"510040 Alto Garças";3008;1676;2261;2353;2065;2682;9019;6374;7028;8542;4047;3858;2855;297;5005;11290;387;46;18289;1018;2717;1188;4585;2135;64;1945;112;4;241;12365;6457;8648;6070;13762;1097;3616;403;5416;30;1256;1273;2196;342;3509;-;1;1;-;-;-;-;-;-;-
"510050 Alto Paraguai";9;359;724;734;774;1050;2611;1537;1770;2588;489;1587;355;47;2712;16125;142;313;892;143;75;234;882;921;220;66;22;4;399;4308;487;1372;932;1555;220;182;39;197;115;1439;185;1178;668;155;-;1;7;1;-;2;1;1;-;-
"510060 Alto Taquari";297;1372;3124;2438;2016;1721;7233;3263;2755;2705;842;847;942;262;890;2759;102;9;9564;465;250;311;658;761;79;451;15;-;1;3257;4960;2289;1572;2512;464;227;21;215;-;78;370;382;109;746;-;1;-;-;-;-;-;-;-;-
"510080 Apiacás";7077;1762;2863;2741;2560;2914;7780;5023;3527;4093;3365;4966;2242;595;5025;14051;787;174;14328;810;1610;2408;930;1307;1120;658;275;-;2;15835;27898;8968;2617;13697;709;1871;100;333;6;329;886;2264;660;1125;-;1;-;-;-;-;-;9;-;8
"510100 Araguaiana";376;374;1095;1616;1466;1754;4914;2964;2487;3261;304;896;480;141;1377;2007;325;6;45;21;27;333;560;583;105;56;8;41;162;1958;10556;4079;2153;14761;369;459;425;139;34;31;358;720;313;2495;8;15;2;-;1;4;-;6;-;-
"510120 Araguainha";22;283;739;799;623;630;2876;1400;1417;2056;305;199;199;103;420;1391;4;103;1268;81;98;46;80;295;54;31;20;-;91;3544;5370;1702;2422;6636;106;172;60;58;8;29;500;524;3125;526;-;2;-;-;-;1;-;-;-;1
"510125 Araputanga";833;743;2143;2258;1863;2819;11545;4625;3402;4906;1444;2019;4319;366;2448;4369;554;128;4809;553;2445;252;544;977;167;41;13;-;9;30357;14553;5820;1658;2132;272;578;34;167;8604;816;35;1485;44;932;-;3;-;-;-;1;-;-;-;5
"510130 Arenápolis";2446;2327;3332;3018;3107;3750;7205;4994;4604;5897;1451;3261;1700;151;2891;6459;274;15;12031;1880;343;640;1397;2970;653;126;98;-;6;18147;888;2879;898;5193;569;110;192;170;8;112;1103;962;77;270;-;3;1;-;-;-;-;-;-;5
"510140 Aripuanã";2342;3105;6745;5418;5528;9568;32675;11801;7995;7328;12678;13016;6729;1015;2990;12111;717;145;45942;2570;2960;3272;7553;4010;792;2346;99;6;5;31528;4572;21670;6932;24242;1880;1573;825;992;6;578;349;1128;442;4451;-;1;3;-;-;-;2;3;-;5
"510160 Barão de Melgaço";1698;5664;8552;8158;8505;9039;10597;10723;9810;9819;3273;1714;4270;102;4224;23649;205;46;29398;1450;239;809;3514;2927;575;254;224;7;253;20352;7435;7927;10358;22011;532;174;435;242;43;226;1954;2796;775;3899;-;-;1;-;-;-;-;6;-;3
"510170 Barra do Bugres";1149;2800;7080;6125;5765;8401;27360;10761;9390;12114;4703;10446;5687;4667;7982;21681;648;118;21865;5188;2723;2708;2109;10038;709;205;18;1092;509;38400;9653;19875;10748;30564;3388;6890;271;2296;10575;976;3206;4417;1085;3837;1;11;12;-;-;5;-;1;2;39
"510180 Barra do Garças";2651;4557;9376;10390;10612;13233;38467;26873;27305;40125;21706;11032;8967;4303;19808;60660;2157;971;58352;6343;6059;4921;8759;16102;932;1122;306;483;117;107119;28793;16443;12122;58340;4893;6195;20;2517;32024;1579;6999;10420;877;10440;8;159;34;5;1;8;-;22;2;-
"510185 Bom Jesus do Araguaia";116;887;1970;1553;1317;1677;6279;2074;1711;1646;1433;998;998;241;1170;2208;670;21;2182;309;195;253;2219;936;357;2114;94;8;511;9606;11223;5251;6554;41034;548;1529;659;103;5720;103;423;563;204;3649;-;-;-;-;-;-;-;1;-;-
"510190 Brasnorte";561;2397;4205;3767;3339;4624;17137;8261;6421;6747;5008;3926;3305;279;1838;5306;206;721;22755;3860;2394;1375;2231;3123;1292;206;24;8623;57;27854;13119;17477;9814;27205;1982;1812;1152;1352;22741;264;841;1650;1185;1758;-;17;7;4;-;8;1;14;-;3
"510250 Cáceres";896;2023;5073;4512;4081;4750;15969;8435;7667;9947;2261;7641;4172;560;4722;9806;498;408;18800;2722;1937;2166;1782;5174;422;401;52;-;18;21765;1210;5284;3964;18159;2111;1668;32;487;9;425;917;1615;51;2881;-;21;14;7;-;6;-;14;4;-
"510260 Campinápolis";224;913;1788;1940;2072;2720;10454;4812;4150;4052;984;1237;1334;487;1893;10366;661;27;3339;1503;747;747;4995;1045;481;229;10;2;6;8394;3746;1175;1843;8978;224;291;60;931;15023;338;483;933;47;581;-;1;1;-;-;-;-;-;2;6
"510263 Campo Novo do Parecis";250;3766;8287;5967;4964;8396;29558;10668;7181;7232;5438;6845;5126;378;4011;14275;291;71;11827;2229;677;767;1955;2640;519;274;4;15;314;36715;30177;11345;8052;17105;1845;1271;492;1434;5365;643;880;1329;199;1097;-;4;6;3;1;-;3;9;6;12
"510267 Campo Verde";1078;8211;9474;8912;7424;9456;171009;17953;13994;15672;18955;8286;9457;819;8337;35172;893;84;2477;7826;1729;2317;17024;15531;552;449;88;71;316;46767;29374;49247;13836;103811;4873;2787;204;3963;68353;747;1192;3213;1555;13005;-;4;-;1;-;3;-;5;8;16
"510268 Campos de Júlio";429;1831;4918;3547;2895;4265;18877;6854;4774;2773;4160;3063;2103;820;512;2832;102;11;12734;5128;1660;2482;1948;2713;336;183;2;101;313;3014;13113;5643;10052;19277;771;1127;998;293;24965;148;57;464;447;277;-;-;1;-;-;-;-;-;-;14
"510269 Canabrava do Norte";124;696;1880;1785;4270;2212;6603;2541;2116;2459;550;1223;752;158;542;1985;159;176;1094;466;130;366;2205;544;380;456;63;72;207;5763;1068;3368;3071;10919;987;824;278;191;49;215;611;1116;6;218;11;6;1;1;1;1;-;2;-;4
"510270 Canarana";876;3241;6911;5781;6092;8527;22900;11364;9276;11463;3428;8423;5434;1407;3577;11080;429;65;45939;6880;819;1850;35289;4104;700;3295;389;-;22;45132;58364;17396;15914;19005;2670;3772;748;795;2749;849;570;3919;410;11227;-;11;3;-;-;-;1;28;5;27
"510279 Carlinda";2483;871;2371;2547;2655;3255;10682;6271;5383;8080;7885;2596;3655;1165;1808;3516;1165;95;34803;1298;777;687;1847;7347;445;477;1;17;227;18248;5121;7308;2893;17503;742;403;225;662;41;325;310;541;1198;14659;-;4;1;-;-;-;-;8;-;1
"510285 Castanheira";1309;1541;2947;2395;2366;2879;10348;5227;4528;5477;3194;1688;1744;644;1970;10247;459;52;25209;657;146;544;228;283;452;305;8;27;10;15837;900;5808;3447;13664;970;708;838;205;-;226;439;637;20;707;-;1;-;-;-;-;-;1;-;1
"510300 Chapada dos Guimarães";170;1222;2937;2667;2496;2958;11890;5841;5568;8031;4026;5154;2247;150;2400;9655;320;172;322583;1604;646;1053;1945;5290;171;200;6;3;1;24265;1047;4583;2460;4738;959;451;88;538;66;360;1939;2561;139;6184;-;9;2;1;-;3;-;3;3;11
"510305 Cláudia";5403;2189;4276;3446;3267;4153;17367;7935;6362;7858;4453;2917;3048;98;1898;3740;323;29;32887;5453;995;567;3016;3247;632;706;114;13;2;38327;3502;8796;4627;17700;939;290;700;1167;18644;361;894;1428;344;2085;-;3;2;-;-;3;1;3;1;4
"510310 Cocalinho";222;1191;2845;3058;3499;6188;8446;6003;5448;5567;816;1587;862;187;1147;2897;157;13;4938;2542;1020;1236;8;178;941;197;-;57;122;9487;2755;9014;6788;7415;734;8718;1030;64;8;140;1145;2317;468;2291;2;-;-;-;-;-;-;-;-;-
"510320 Colíder";826;1089;3336;2909;2703;3405;11770;6942;6644;9712;5100;2390;2053;367;3236;9669;492;115;19324;1348;335;501;1774;4606;107;311;-;1749;19;22190;43671;9762;6453;5056;1047;3204;285;943;21729;294;756;1130;147;3027;-;3;-;1;3;16;-;2;-;5
"510325 Colniza";5735;1717;3948;3125;2814;3850;16285;6003;4980;3985;6545;8876;3594;3019;3228;10840;1032;102;6873;2089;2658;1186;5266;1873;310;311;238;-;42;13457;1413;7982;5552;15910;1309;1300;308;1018;419;739;77;908;11;408;-;3;1;1;-;1;-;63;1;26
"510330 Comodoro";2469;3251;6493;5252;4224;4572;17955;6666;5660;5725;2348;4960;3992;931;1543;3919;506;78;6163;2082;868;2105;5585;2937;771;63;1499;66;3;30286;10260;26419;4051;33996;1436;217;247;225;4304;435;1360;2320;564;3637;-;8;4;-;-;1;-;17;4;25
"510335 Confresa";1958;2064;5207;4469;3702;4128;17038;7489;6431;6677;17961;7937;5041;1845;1720;6466;569;69;25072;2640;846;2687;4193;3282;474;1314;19;1;2;45552;14941;3079;3030;4557;939;3728;119;684;12537;554;521;1658;28;3167;-;4;4;-;-;-;-;5;-;2
"510336 Conquista D'Oeste";76;468;1310;950;882;1260;4903;1724;1513;1978;453;875;939;74;717;1418;56;8;2027;1072;382;346;1037;778;259;352;116;3;124;5759;5703;2114;2684;17339;320;325;192;59;75;193;326;547;151;750;-;-;-;1;-;-;-;-;1;-
"510337 Cotriguaçu";7254;1734;4245;3754;3257;4483;16821;6724;5072;4811;10953;4329;3756;230;1674;8271;163;37;48338;5610;967;3153;6422;2223;2152;690;1;392;344;25862;23730;7644;5151;13081;1221;2036;515;1445;25550;323;178;1368;40;845;-;4;-;-;-;-;-;-;-;1
"510340 Cuiabá";7687;25965;41550;30355;26019;36900;134689;65475;63353;81353;111953;61697;49950;8844;33064;102910;7859;7266;148568;26748;32255;10531;32465;61203;968;3040;254;58;5702;253956;2544;79535;100432;71870;33902;5237;950;8192;2179;4641;16571;27741;700;41535;6;171;117;45;1;33;10;32;49;226
"510343 Curvelândia";3374;2242;2156;2321;2398;2696;3366;3098;2889;3344;4275;2071;1083;95;2908;17141;246;820;8405;3350;1085;1435;4903;4788;3643;3220;1775;298;-;8094;4054;4748;7128;11790;2636;645;2408;3;-;147;588;1028;-;15432;-;-;4;-;-;-;-;2;-;1
