 Sistema de Informação de Atenção Básica - Produção e Marcadores - Brasil
Cons.Res.ForaÁreaCons.<1 anoCons.1a4anosCons.5a9anosCons.10a14anosCons.15a19anosCons.20a39anosCons.40a49anosCons.50a59anosCons.60 e maisAtend.PuericulturaAtend.Pré-NatalAtend Prev-citologAtend.DST/AIDSAtend.DiabetesAtend.Hiper.Arter.Atend.HanseníaseAtend.TuberculoseEx.Patologia Clín.Ex.RadiodiagnósticEx.CitopatológicoEx.UltrassonografEx.OutrosEncam.Atend.Espec.Encam.Int.HospitalEncam.Urg./EmergIntern.DomiciliarAtend.Espec.AcTrabVis.Insp.SanitáriaAtend.Indiv.EnfermAtend.Ind.Prof.NS.CurativosInalaçõesInjeçõesRetirada de pontosTerap.Reid.OralSuturaAtend.GrupoProc.Coletiv(PC1)ReuniõesVisita MédicoVisita Enferm.Vis Outr.Prof.NS.Vis Prof.Niv.MédioValvul.Reum.5-14a.AVCInfartoDHEG(Forma Grave)DoençaHemol.Perin.FraturaColoFêmurMening.TuberculosaHans.Grau II e IIICit.Oncot NIC IIIPneum. <5 anos por Município
Período:2013-2015
"Município";"Cons.Res.ForaÁrea";"Cons.<1_ano";"Cons.1a4anos";"Cons.5a9anos";"Cons.10a14anos";"Cons.15a19anos";"Cons.20a39anos";"Cons.40a49anos";"Cons.50a59anos";"Cons.60_e_mais";"Atend.Puericultura";"Atend.Pré-Natal";"Atend_Prev-citolog";"Atend.DST/AIDS";"Atend.Diabetes";"Atend.Hiper.Arter.";"Atend.Hanseníase";"Atend.Tuberculose";"Ex.Patologia_Clín.";"Ex.Radiodiagnóstic";"Ex.Citopatológico";"Ex.Ultrassonograf";"Ex.Outros";"Encam.Atend.Espec.";"Encam.Int.Hospital";"Encam.Urg./Emerg";"Intern.Domiciliar";"Atend.Espec.AcTrab";"Vis.Insp.Sanitária";"Atend.Indiv.Enferm";"Atend.Ind.Prof.NS.";"Curativos";"Inalações";"Injeções";"Retirada_de_pontos";"Terap.Reid.Oral";"Sutura";"Atend.Grupo";"Proc.Coletiv(PC1)";"Reuniões";"Visita_Médico";"Visita_Enferm.";"Vis_Outr.Prof.NS.";"Vis_Prof.Niv.Médio";"Valvul.Reum.5-14a.";"AVC";"Infarto";"DHEG(Forma_Grave)";"DoençaHemol.Perin.";"FraturaColoFêmur";"Mening.Tuberculosa";"Hans.Grau_II_e_III";"Cit.Oncot_NIC_III";"Pneum._<5_anos"
"410832 Francisco Alves";-;122;150;157;213;380;960;856;1062;1972;203;645;1081;347;1370;2085;-;192;138;29;113;110;-;451;28;9;5;-;-;942;96;1546;383;183;94;34;69;7;-;20;441;498;238;923;-;-;-;-;-;-;-;-;-;-
"410840 Francisco Beltrão";710;6242;9615;7173;6583;11413;42730;26064;31719;45215;7563;11760;12549;3492;20717;44311;309;189;26137;13167;2820;5589;12748;12754;945;1631;100;62;20;60475;14907;37220;11627;36243;7124;1915;3238;9891;17279;1368;2559;3894;682;4011;-;83;46;14;-;23;4;54;138;78
"410850 General Carneiro";725;2435;4181;3782;3633;4482;15322;8622;8325;10251;6108;3749;2273;327;6473;23841;18;33;4622;1514;760;1270;5281;4770;666;603;67;6;95;6950;2087;11420;2434;5244;849;362;2;437;99;261;642;3853;1299;3421;-;16;9;1;-;3;-;3;2;6
"410855 Godoy Moreira";32;5;48;57;69;174;516;735;704;784;386;298;242;-;1793;7292;2;-;1625;-;195;26;-;-;1;-;-;-;25;1150;1070;564;-;55;180;-;-;29;-;25;2040;1242;1187;1259;-;3;-;-;-;-;-;-;-;-
"410860 Goioerê";20577;733;1791;2567;3588;7672;24608;18558;21237;32094;8892;7215;4256;3212;3570;16321;-;32;47937;6900;76;883;739;28159;120;4;-;-;1;35945;4493;15241;4874;26512;2431;531;22;4143;135910;1354;1756;2304;244;3615;-;23;8;-;-;3;-;-;-;-
"410865 Goioxim";391;636;1648;1875;1705;2124;5216;4196;4520;5379;379;1232;940;84;6938;12944;37;46;-;25;138;161;-;1049;490;376;37;1192;2394;6483;2893;1266;692;5785;357;149;97;205;11855;65;7708;6747;2257;6719;-;-;-;-;-;-;-;-;-;19
"410870 Grandes Rios";335;1006;1177;1359;1460;1690;2476;3184;3785;4199;1542;710;858;6;454;1094;28;7;374;258;422;569;389;234;199;89;29;-;-;4535;5;332;1392;2387;186;310;118;-;30319;85;391;2482;-;15456;-;-;1;-;-;-;-;-;-;-
"410880 Guaíra";47;552;1084;1140;793;1148;4257;3124;3604;5898;914;492;1239;497;6132;11800;3;11;6459;736;47;146;697;1706;86;80;2;-;1;8631;3488;1564;651;2441;217;159;20;130;165;102;412;561;81;766;-;1;1;-;-;-;-;-;-;-
"410890 Guairaçá";26;1261;1492;1322;1517;2263;7579;3310;2968;4163;2502;885;1320;4;847;1012;37;-;9622;1462;50;538;656;1978;311;84;-;21;322;13605;3289;26649;1734;20301;782;312;227;135;6;260;1258;8854;2382;10793;-;-;-;-;-;-;-;-;-;-
"410895 Guamiranga";107;1207;1658;1694;1602;2214;5136;3452;3489;3644;7054;1859;1442;164;3451;16147;13;16;2005;291;251;325;310;847;304;117;147;250;3622;4819;491;5304;1392;4115;414;122;187;872;526;730;1263;1427;139;2631;-;-;1;-;-;5;-;5;-;-
"410900 Guapirama";1964;1391;2149;2293;1546;1862;3529;3636;3127;3649;1099;1106;1288;247;5104;15701;6;16;2005;1576;780;826;-;368;1240;360;29;-;625;2406;1228;1775;1606;2286;295;570;290;56;-;65;1494;2247;160;7019;-;-;-;-;-;-;-;-;-;-
"410910 Guaporema";-;347;838;691;658;1123;3717;1765;2092;2710;370;508;405;-;341;425;-;-;18627;1566;14;356;2688;2872;486;2371;371;-;-;4699;102;2043;1492;11132;220;484;1;122;2;45;652;1891;10;3339;-;-;-;-;-;-;-;-;-;-
"410920 Guaraci";-;1086;3155;2539;2137;4072;14853;7254;5881;10166;2491;744;948;16;3579;15746;-;-;9117;403;948;245;-;12406;302;47;1;3;-;3329;58;6361;3498;27880;1044;468;226;218;8522;373;2131;2834;-;13395;-;-;-;-;-;-;-;-;-;-
"410930 Guaraniaçu";-;1702;4040;3421;2966;4674;15989;10083;11819;174125;2956;2420;1928;102;6176;32603;12;8;10385;1853;659;386;544;1336;431;33;16;5;2;23149;17050;5645;1602;6105;528;400;145;178;11997;90;720;1071;69;1344;-;-;4;1;-;2;-;-;-;2
"410940 Guarapuava";154102;8725;15878;14122;11910;16305;56016;37273;39175;57023;56081;40987;16964;356;10640;29822;336;743;298027;36455;1721;10875;27623;52274;1226;1674;1017;5835;382;171260;26819;20626;9754;59098;6104;440;735;12926;269716;6817;3677;3760;418;7094;387;164;31;16;2;64;2;3;63;75
"410950 Guaraqueçaba";38;875;1615;1307;1403;1696;4049;2999;3384;4880;291;966;1053;67;4247;10988;3;161;1888;437;467;328;664;638;234;194;2;1;5;4460;3169;2059;1534;3979;364;456;146;133;162;160;1953;3385;1221;2260;-;14;6;-;2;13;-;1;-;6
"410960 Guaratuba";3470;620;1759;1458;1527;2492;9107;5823;9668;13045;2089;5409;3831;432;7298;23366;1;66;10866;1677;1509;1172;3737;6388;76;370;25;13;212;6081;3205;2278;1254;7651;551;20;33;174;46;193;1643;1461;34;1060;-;3;2;-;-;-;-;-;2;-
"410965 Honório Serpa";10;586;1193;1323;1036;1454;4478;3247;3387;3954;161042;720;999;11;1656;6666;10;-;210;90;85;93;18;65;30;2;-;-;-;2087;109;2327;307;331;81;5;-;748;62;284;1695;2821;116;3738;-;-;-;1;-;-;-;-;-;-
"410970 Ibaiti";59;543;1515;2257;3670;6882;15223;12537;13721;17412;4006;3813;2471;2021;4287;7855;1;21;13786;3283;277;1438;3987;3025;282;74;35;-;-;25314;29290;9482;4227;6747;1558;57;37;149;2008;460;1576;3285;-;7465;-;-;-;-;-;-;-;-;-;-
"410975 Ibema";269;319;246;357;252;268;317;2192;113;225;1025;435;403;213;291;2607;2943;181;482;173;7317;269;214;689;494;218;325;269;243;371;476;2881;5418;549;447;290;318;248;294;225;911;1029;756;417;-;-;-;-;-;-;-;-;-;-
"410980 Ibiporã";4205;962;2306;3170;5507;9624;28760;20806;24369;36681;7488;9932;8020;4220;24216;501368;798;3439;182431;8188;2509;4436;15934;13002;789;2977;53;112;988;63727;7819;10263;7331;39515;3205;4371;66;1117;954;946;7222;5308;2871;15372;11;18;25;3;3;13;3;8;15;48
"410990 Icaraíma";2904;1466;2984;2761;2147;3532;11894;7541;8575;13149;1719;1764;2669;539;5866;19891;100;6;33950;767;14;296;1007;1391;541;375;32;-;1;41292;2808;6576;6738;10382;513;923;104;583;40388;458;2580;3811;224;2853;-;14;37;-;-;4;-;-;-;2
"411000 Iguaraçu";157;395;1153;1149;1553;2112;6317;3845;3819;131813;843;1443;1205;34;3554;6227;9;-;4430;2819;58;416;2125;3907;496;300;112;1;30;2065;1817;3545;1632;5609;250;6;293;24;-;85;437;1420;1872;15324;-;2;-;1;-;-;-;-;-;1
"411005 Iguatu";-;335;921;958;858;895;3890;2238;2240;3310;286;489;1277;67;1916;9516;6;13;15121;1047;656;164;1781;2839;298;-;-;-;444;4602;5741;4140;915;5502;266;181;24;41;15721;33;433;4053;-;2822;-;-;-;-;-;-;-;-;-;-
"411007 Imbaú";276;410;926;1028;1220;1624;3496;2281;1866;2063;3741;576;1064;49;2925;8223;26;3;210;144;-;160;234;447;41;285;20;-;-;9626;2628;1417;247;1342;211;10;1;21;-;32;73;239;24;246;-;-;-;-;-;-;-;-;-;-
"411010 Imbituva";128;1747;3611;3315;2664;3666;15064;8821;8044;10223;18422;2845;4067;213;5617;20664;84;6;39726;1972;477;865;4401;3011;94;170;35;27;2;22134;2500;11359;4040;15049;1011;123;257;1282;13;851;881;2020;100;2014;-;7;5;1;-;4;-;2;1;1
"411020 Inácio Martins";66;1221;1488;1380;1215;1849;5704;3309;2976;3019;6506;1354;1295;55;1261;8885;30;1;5504;729;24;550;1565;1090;49;30;1;1;1;2207;151;983;1276;2224;43;56;-;226;32;130;258;910;28;502;-;1;-;-;-;-;-;5;2;1
"411030 Inajá";79;89;287;277;307;460;1792;1336;1357;1717;1701;771;561;-;615;1282;21;11;10294;871;64;91;1625;3247;1;-;-;1;9424;148;-;2436;700;1820;144;1;4;2;4742;37;307;392;101;6058;-;7;5;-;-;1;-;-;-;-
"411040 Indianópolis";97;834;1936;2230;2590;3925;9874;7472;7321;9299;1103;1631;1119;76;3311;8073;126;236;13713;838;335;357;1582;2239;981;357;2;26;-;15390;29549;8361;408;9263;352;80;22;380;33749;418;1249;4444;937;28692;-;15;14;5;-;8;-;-;-;4
"411050 Ipiranga";760;2058;4626;4796;3973;5210;22657;12530;12612;15776;5127;4348;2168;42;7469;26920;58;11;6368;2758;347;739;4010;4423;53;380;4;1;15;50090;15729;13087;524;7983;937;469;5;5397;93466;201;1212;1920;116;1731;-;21;13;1;1;4;-;4;-;5
"411060 Iporã";2;582;1612;1490;1727;2987;11786;8072;9136;13968;1000;2534;2256;562;13005;58539;46;277;7467;1730;562;657;628;5278;197;26;67;2;3;91479;395;11835;2010;3206;1397;1245;45;68;8;378;1501;6497;116;4042;-;9;3;-;-;12;-;-;4;4
"411065 Iracema do Oeste";-;188;289;310;267;430;1182;852;777;904;30;154;218;7;265;525;4;4;117;312;94;200;173;1394;149;8;32;1005;166;280;1632;1369;60;802;60;38;6;45;19467;54;2993;1241;2422;3942;-;7;4;2;-;1;-;4;-;2
"411070 Irati";1;174;823;1068;1040;1357;5384;4592;5416;6759;28640;5;2854;1452;6650;37592;18;41;5954;536;184;37;1099;1439;71;68;6;-;43;4473;8439;13897;2602;20704;545;329;40;2591;1909;165;1217;473;4;5234;-;4;7;-;-;3;-;3;-;-
"411080 Iretama";43;731;1595;1528;1700;2293;6819;4852;5168;7024;3952;1845;2237;169;6220;23603;102;28;19662;4851;2216;4217;4590;8773;1090;377;8;905;563;16909;7053;5163;828;4823;372;447;11;131;17484;541;191;2393;135;5354;-;-;-;-;-;-;-;1;-;-
"411090 Itaguajé";-;168;323;383;478;585;909;751;681;541;407;1700;769;74;1109;1847;38;11;145;209;229;503;615;438;26;18;2;-;282;608;218;807;379;2016;90;2;-;19;-;68;1014;785;164;1459;-;-;-;-;-;-;-;-;-;-
"411095 Itaipulândia";20;735;1160;1064;1070;1537;12732;3679;4162;7233;673;494;2002;2510;2638;16389;20;38;819;406;198;161;245;842;107;63;8;1;-;4698;692;4160;1000;6479;474;407;74;69;22;209;581;1362;70;2025;-;1;3;-;-;-;-;-;-;-
"411100 Itambaracá";-;330;934;782;645;1001;3537;1890;2148;2634;71;1054;1591;79;337;565;9;9;1733;618;89;210;1784;1633;95;37;42;-;-;16580;3;1268;304;1793;188;72;4;43;7;63;294;1607;178;5571;-;8;14;1;-;7;-;-;4;4
"411110 Itambé";477;499;619;668;732;1120;1859;2199;2238;3828;51;541;590;258;1225;4169;-;-;1742;861;143;112;369;1085;486;1347;7;1;257;8252;51;295;1;528;27;112;41;38;6122;91;891;687;57;4989;-;-;-;-;-;-;-;-;-;-
"411120 Itapejara d'Oeste";1482;714;1379;1779;2142;3358;8642;7378;7611;8325;2756;1044;2611;1091;3430;12359;94;20;7968;1956;1327;418;1089;3964;429;700;121;38;8748;12895;2740;12402;1587;3337;981;166;113;175;3;194;3237;4104;1629;8360;-;-;-;-;-;-;-;-;1;2
"411125 Itaperuçu";4;212;226;161;307;193;277;230;174;128;6524;5041;4436;565;4532;17386;61;39;162503;1139;12;1098;444;1793;532;1081;-;2455;275;25098;7313;9167;2652;3446;1035;792;510;75;9;430;12485;12979;10411;13913;-;-;-;-;-;-;-;-;-;5
"411130 Itaúna do Sul";3;726;1710;1257;1395;2553;7978;4070;3218;4716;167;1442;577;85;1068;1651;21;-;4038;610;103;385;2170;1789;105;20;-;-;-;5357;2411;6429;476;248;296;-;-;215;24195;219;812;5362;2422;11372;-;-;-;-;-;-;-;-;-;-
"411140 Ivaí";53;445;1050;1108;847;1170;3890;2280;2134;3001;1585;477;685;139;2083;5761;98;103;1814;693;190;193;989;1063;144;96;18;-;6;20484;47;1356;433;1006;145;69;-;106;-;37;410;958;76;138;-;-;-;-;-;-;-;-;-;-
"411150 Ivaiporã";-;307;794;662;613;998;4214;2674;3197;5865;2668;2691;1975;1142;7538;24856;55;45;13260;282;218;490;1675;2646;91;103;2;-;-;14069;1735;3027;1821;5681;524;110;-;157;50;125;900;3881;812;15506;-;13;11;3;-;6;-;2;12;3
"411155 Ivaté";145;167;519;643;594;785;2778;2014;2304;3931;428;742;602;5;3573;7677;11;18;1107;425;286;423;135;987;228;58;31;202;7;5283;763;3462;486;3716;101;54;52;104;1;52;495;2048;437;4689;-;2;11;-;-;1;-;1;1;1
"411160 Ivatuba";542;99;426;388;354;548;2008;1124;1087;1718;202;138;207;-;2;262;3;3;615;73;1;65;170;243;78;1;-;-;-;198;1209;488;172;597;50;-;74;10;-;19;65;255;121;818;-;2;2;-;-;1;-;-;-;-
"411170 Jaboti";908;667;1063;967;820;1067;4368;2799;2909;4317;1839;1654;1241;113;2553;6057;-;1;4373;1660;-;565;1875;2340;955;15;-;-;-;3512;2025;478;5;157;99;-;1;63;1;93;1072;1615;630;2901;-;-;-;-;-;-;-;-;-;-
"411180 Jacarezinho";285;4482;6945;5068;4291;5691;20517;15022;17764;23954;7574;11248;7745;3764;20494;67112;304;250;21509;4536;1501;3147;6367;6823;853;704;27;38;311;62049;22307;17444;13539;21535;5547;977;41;545;144900;530;3020;7282;1042;7329;1;36;21;5;-;4;-;29;12;5
"411190 Jaguapitã";240;3773;5769;4253;4335;6828;23062;11974;11179;14941;2546;3625;2092;276;5963;26533;44;103;14128;3464;1706;987;6889;4231;562;310;10;31;60;16722;5468;3672;3515;6046;979;645;16;679;172;279;14231;6289;1377;4568;-;33;20;69;-;22;-;11;11;4
"411200 Jaguariaíva";873;79;293;362;295;308;1394;887;1061;1629;146;228;482;91;518;1418;8;-;21;3;6;3;38;3;-;7;1;-;-;763;187;658;395;515;64;-;10;406;-;24;138;502;4;20;-;-;-;-;-;-;-;-;-;-
"411210 Jandaia do Sul";884;3409;5869;4543;3958;7079;21448;16244;15379;24035;4252;6956;4458;18077;26178;104522;229;61;10498;744;2082;1180;2377;9328;99;118;2;2;128;34538;4017;6327;3000;9870;725;129;30;1335;7188;725;2163;15529;3084;22880;-;-;-;-;-;-;-;-;-;-
"411220 Janiópolis";-;409;819;783;822;1132;4205;3129;3689;5444;830;948;729;71;1658;4735;8;-;-;544;-;121;-;1321;1;-;2;-;442;2085;722;3289;394;6312;110;49;13;6;-;42;484;519;107;2442;-;-;2;1;1;-;-;-;-;-
"411230 Japira";865;564;2277;2265;1588;2406;9329;4060;4158;6115;1505;1550;983;473;3794;10781;8;16;6390;647;417;911;951;717;156;340;79;156;1766;6757;5868;3136;2519;3886;326;400;36;759;34877;167;309;1051;289;4485;-;6;6;-;-;-;-;-;1;1
"411240 Japurá";-;376;1734;1172;1559;3157;9877;4721;4163;5224;219;1920;1432;1457;541;3805;-;-;669;47;1314;4;1045;439;392;245;10;233;5;4299;27;11733;1969;12745;343;165;146;20;166;175;3267;5694;-;21298;-;1;-;-;-;1;-;-;-;-
"411250 Jardim Alegre";136;389;889;1122;954;1452;4637;3072;2975;4519;681;817;2553;18;2342;7894;36;12;10042;427;18;343;755;1151;23;25;48;-;-;6503;128;2070;837;2011;147;3;21;342;20057;299;917;4777;128;4971;-;-;-;-;-;-;-;-;-;-
"411260 Jardim Olinda";141;127;477;342;367;545;1617;1143;722;1071;24;139;352;14;48;169;10;7;1333;291;17;118;662;1170;182;30;31;16;254;763;421;1365;2126;2194;40;50;49;25;17;24;346;946;432;1525;-;-;-;-;-;1;-;-;-;-
"411270 Jataizinho";-;831;2415;2284;2198;2867;10637;5937;5641;8074;1238;1775;1532;51;5250;15591;65;152;4930;1154;218;523;1654;3259;572;377;-;27;362;45586;547;6136;2164;9072;898;545;-;193;74;300;2076;5397;4;20305;1;20;20;7;-;13;-;5;11;31
"411275 Jesuítas";691;431;842;741;648;869;2939;2350;2152;3942;838;645;1114;278;1861;13168;87;20;1414;531;254;182;1476;572;167;644;651;10;620;11543;4019;9517;1711;4045;421;765;170;2937;10240;185;2690;3466;178;4081;-;7;7;-;-;7;1;1;3;1
"411280 Joaquim Távora";55;1352;1457;1548;1479;1681;2490;2637;2812;3048;4501;1451;2009;33;9978;31068;91;18;963;885;302;995;1237;3527;703;81;-;285;812;9625;1960;1589;142;505;8;24;3;151;224;216;1785;9295;965;6553;-;11;4;-;-;2;-;4;3;-
"411290 Jundiaí do Sul";-;127;393;415;421;527;1729;1310;1176;1538;765;362;806;61;3409;5723;29;4;3412;202;23;133;930;1651;76;7;1;-;772;2601;832;765;3;143;30;150;-;45;29;27;134;272;189;2448;-;1;2;1;-;-;-;4;4;1
"411295 Juranda";-;1013;2566;3070;3635;4252;11088;8417;6779;9318;1223;2182;2094;68;3648;28127;5;6;1250;475;28;75;1976;1118;50;8;1;-;-;3931;25286;5401;2215;13074;524;276;155;73;11;111;741;1063;192;1731;-;-;-;-;-;-;-;-;-;1
"411300 Jussara";-;939;3294;2928;3227;4149;15985;9455;7950;11349;2561;1543;1734;41;4797;10118;7;6;23862;2119;-;896;12541;9377;1842;1027;2;31;707;5803;2936;3712;1674;17583;396;321;275;387;4;384;971;3308;1402;17847;-;-;-;-;-;-;-;-;-;-
"411310 Kaloré";-;808;2112;2449;2681;4035;11925;7501;6935;11272;5211;995;2204;395;9171;34243;9;6;61263;1763;434;1142;1336;5444;600;340;373;100;1495;7849;13315;6890;1321;3150;312;576;4;477;9106;444;1937;6805;6161;8286;-;46;19;36;-;2;3;3;1;1
"411320 Lapa";1722;1648;3209;3249;3365;5106;19563;12516;15724;20947;10473;3946;3894;661;11148;38190;46;65;76319;5009;1941;821;4858;7635;114;759;64;3;68;28553;40428;11018;4196;28652;998;880;8;14029;53161;642;3740;5039;1262;9384;-;28;17;1;-;6;-;30;20;3
"411325 Laranjal";9;868;2572;2366;2477;2582;9690;5075;4796;5379;1503;1909;538;263;2494;9820;66;763;1936;481;233;876;42;1974;750;287;24;-;380;2937;5408;14589;1198;9503;450;590;144;74;26;53;6735;4184;593;2766;1;9;4;-;10;-;-;4;1;2
"411330 Laranjeiras do Sul";2002;6683;11867;9976;9341;13709;38886;27758;27907;35717;5839;6720;6168;2653;16110;60589;511;443;308409;10058;3460;4652;16938;12732;2444;2176;178;42;94;62824;9211;13171;7806;26485;3491;2012;1947;1833;333;1989;2413;6035;2075;6897;-;14;24;3;-;21;1;39;124;91
"411340 Leópolis";-;223;611;692;599;954;2846;2059;2199;2580;490;919;1015;86;2419;4994;19;-;6;749;827;132;4617;4099;8;13;1;-;-;9358;168;1454;644;2785;95;1;4;398;-;29;202;1482;130;8787;-;7;7;1;-;4;1;-;1;-
"411342 Lidianópolis";-;19;175;229;291;525;1928;1677;1564;2441;2480;654;789;984;5624;22538;16;15;16683;3438;782;310;-;6425;276;-;361;-;6758;1996;4073;1131;738;4224;340;336;-;450;23432;133;2992;3566;3186;5685;-;-;-;-;-;-;-;-;-;-
"411345 Lindoeste";-;352;602;402;477;646;3004;1957;1892;2982;726;662;906;51;692;2574;24;15;623;303;267;259;17;547;120;70;2;1;8;1513;1376;1599;630;1461;141;99;58;91;1;121;832;1019;77;902;-;8;3;1;1;2;-;2;3;3
"411350 Loanda";205;739;3264;3342;3387;5393;18266;12801;10631;15020;546;583;1229;328;3877;10082;77;46;22850;2145;168;552;1870;9033;403;977;14;-;6;11377;2621;7976;747;2793;791;368;51;137;55;132;642;1124;55;3909;-;8;12;-;-;-;-;-;-;3
"411360 Lobato";-;138;696;526;417;852;3193;1845;1664;2721;16;254;387;9;717;1779;-;9;8493;756;22;65;1401;1021;99;1575;-;-;142;703;-;3583;1467;9345;232;-;321;10;16;10;629;835;82;1550;-;1;2;-;-;1;-;-;-;2
"411370 Londrina";-;11640;12426;9997;12015;18646;82711;61514;75309;132781;13098;18826;31176;6577;45003;90403;899;405;234413;20242;705;2354;32497;21257;525;18055;110;814;271;184314;12374;27087;22162;161736;11015;4806;56;16847;56;2435;19735;15830;4283;101270;3;24;215;52;7;14;16;14;39;59
"411373 Luiziana";-;1255;3871;2700;2123;2396;9317;4714;4267;5615;2600;2196;1196;63;1600;3113;107;11;30848;1652;-;415;1816;5767;236;6;86;25;2358;7913;771;10401;3869;28164;594;-;260;69;11732;61;768;986;140;7599;-;12;10;-;-;5;-;6;-;4
"411375 Lunardelli";3;871;1745;1816;1442;2044;7073;4552;5465;9550;2774;1344;1307;12049;2521;9501;-;5;2448;1020;243;283;812;2105;722;1532;13;21;1833;3384;9073;2999;3297;3261;150;959;-;344;35270;233;471;2521;1450;8608;-;9;12;-;1;8;-;-;-;-
"411380 Lupionópolis";-;248;786;618;607;1165;4558;2379;1821;3038;29;565;444;5;25;534;5;35;5966;342;26;25;644;631;-;2;11;-;-;3073;-;1262;574;4022;101;-;-;9;7;62;102;153;-;1593;-;1;1;-;-;1;-;-;-;-
"411390 Mallet";3;94;553;398;399;370;1537;1214;1193;1464;1048;226;143;174;480;3955;4;5;2825;220;76;43;207;420;49;18;-;-;3;2328;13;2772;339;994;126;13;11;22;5;39;244;606;37;577;-;2;2;-;-;-;-;-;-;-
"411400 Mamborê";20920;284;1155;1288;1563;1926;7569;5584;5294;7892;1166;5094;3335;27391;7102;20318;32;4;21297;568;3059;2164;1295;2137;204;418;3;-;53;12232;11164;14154;5139;9391;681;48;60;1295;28800;163;561;4243;3173;15439;-;11;8;6;-;6;-;15;9;-
"411410 Mandaguaçu";729;859;2021;1450;1218;1792;7726;5148;4207;7088;776;431;646;47;4546;11804;101;41;4951;1294;3;255;1608;2034;207;52;949;7;15;33458;2111;4126;1803;15512;540;668;4;2020;202;437;991;1205;342;1617;-;1;4;-;-;-;-;-;-;-
"411420 Mandaguari";2525;1058;1973;1680;1671;3255;12829;8198;9122;16057;3723;938;2338;938;8862;36896;148;3;15634;1984;918;936;6599;3434;307;253;61;29;10;14507;20983;9415;2546;3155;1276;372;20;382;1163;790;1225;3594;1570;8427;1;31;11;2;-;2;-;-;-;12
"411430 Mandirituba";25;2458;1903;2136;2863;4708;14580;11479;11372;187809;5770;455;3122;69;5164;14547;6;70;6140;2864;1522;112;3172;3515;65;973;34;64;67;7856;5767;17397;2394;23672;1750;1416;318;302;42;225;2633;2771;1171;2048;-;-;1;1;-;-;-;-;-;7
"411435 Manfrinópolis";7;411;803;731;984;1696;19545;2348;3090;125345;225;333;1126;3237;1553;6232;2;5;12178;936;722;245;1040;1485;334;749;27;67;46;10620;862;2187;1293;4309;386;695;242;475;603;254;337;940;595;1184;-;-;-;-;-;-;-;-;-;-
"411440 Mangueirinha";264;1291;2758;3149;3352;3671;11104;6146;5320;6013;2876;1502;2573;146;2556;12681;130;316;867;602;624;446;2243;1793;927;338;108;71;439;6443;2168;2705;1694;4911;525;2211;105;11146;217;308;1984;4383;397;2030;4;28;19;1;-;5;2;1;11;23
"411450 Manoel Ribas";157;1288;3931;2651;2950;3784;9649;5444;6254;7216;2980;1668;2771;97;6067;16139;43;15;6007;1753;1897;1057;1748;1584;1277;757;474;45;538;9451;25649;5612;2455;5657;441;338;97;267;456;188;7325;9964;3239;14711;-;-;-;-;-;-;-;-;-;-
"411460 Marechal Cândido Rondon";442;311;711;634;811;1137;3061;2181;2406;3258;282;66;467;109;2533;7028;79;10;1894;479;175;82;371;751;60;224;717;6709;42;11281;11033;2820;941;2646;352;210;3;68;19;120;589;593;310;2139;-;1;5;-;2;12;1;26;2;2
"411470 Maria Helena";31;383;1027;1143;1084;1548;5874;3151;2897;4346;338;1224;1124;81;1455;3046;62;8;3935;1373;214;321;6535;5084;622;7496;10;-;767;1674;1076;2345;1635;7951;386;104;331;290;27197;288;482;1478;1113;1977;-;3;3;1;-;1;-;3;2;-
"411480 Marialva";8841;1130;2048;1664;1754;2850;11089;8163;9010;16119;3667;803;2039;160;8632;18455;59;103;24864;3387;340;176;6403;8523;124;686;2;2;124;18925;7681;8635;1724;8422;1302;493;424;802;30863;341;2600;3786;155;8629;-;23;12;-;-;2;-;1;2;1
"411490 Marilândia do Sul";15136;2630;2740;2776;3066;3172;5779;5878;5678;5679;1972;1428;2573;53;3176;6706;107;1;6519;2819;114;1183;5667;8673;772;328;54;2;114;24094;5487;18352;5124;21916;1118;1705;416;162;86;239;1366;11308;213;5568;-;32;16;7;-;5;1;10;1;5
"411500 Marilena";-;1693;2692;1987;1751;2641;7978;3938;3144;4604;1671;2390;895;51;9647;42349;70;61;58566;1828;740;340;3334;4866;1908;6226;824;9;-;30091;3235;11734;3226;11020;773;319;59;346;149;528;1251;15761;2728;23841;-;10;-;6;-;4;-;5;1;21
"411510 Mariluz";15;1381;3227;2719;2304;3394;12381;7016;5776;8738;1135;3376;3715;71;7434;25905;145;182;163;64;461;95;600;416;35;293;5;-;87;18250;18;5534;750;4101;541;63;26;337;207;425;1199;2905;46;9743;-;19;11;10;-;6;-;10;5;-
"411520 Maringá";3527;18898;26180;23439;24752;39122;164575;124494;162584;309059;39601;38600;52944;5237;152472;385264;1245;1911;1012510;68726;13360;27514;88037;97146;1502;6850;2076;19685;1225;639730;97485;33158;5760;31661;5216;2442;637;19437;44722;7997;34904;36081;7127;62217;10;331;240;20;1;94;1;82;33;247
"411530 Mariópolis";99;165;458;680;1125;1847;4621;2653;2591;3237;196;1390;1223;1;383;1289;52;1;538;277;547;304;220;88;99;118;1;-;2812;6243;-;917;29;1042;95;2;3;192;44380;69;909;6433;-;5972;-;-;2;2;-;-;-;-;-;-
